
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
366 - 369, <Org>
361989 - 361995, <Org>
361989 - 361995, <Org>
361989 - 361995, <Org>
362158 - 362169, <Org>
362158 - 362169, <Org>
362311 - 362324, <Person>
362365 - 362371, <Location>
362400 - 362402, <Org>
362458 - 362465, <Org>
362601 - 362608, <Location>
362896 - 362902, <Location>
362941 - 362944, <Location>
362947 - 362949, <Org>
362977 - 362983, <Location>
362987 - 362994, <Location>
363070 - 363076, <Location>
363527 - 363533, <Location>
363643 - 363649, <Location>
365300 - 365306, <Location>
365769 - 365772, <Org>
365769 - 365772, <Org>
367027 - 367033, <Location>
368247 - 368261, <Person>
368549 - 368565, <Person>
368549 - 368565, <Person>
368549 - 368565, <Person>
369375 - 369380, <Location>
370485 - 370491, <Location>
370601 - 370607, <Location>
372258 - 372264, <Location>
372727 - 372730, <Org>
372727 - 372730, <Org>
372876 - 372879, <Org>
373985 - 373991, <Location>
375205 - 375219, <Person>
375820 - 375826, <Location>
375936 - 375942, <Location>
377593 - 377599, <Location>
378062 - 378065, <Org>
378062 - 378065, <Org>
378211 - 378214, <Org>
379320 - 379326, <Location>
380540 - 380554, <Person>
380843 - 380850, <Location>
380870 - 380889, <Location>
380870 - 380889, <Location>
380947 - 380962, <Person>
381138 - 381145, <Org>
381249 - 381255, <Location>
381387 - 381394, <Org>
381409 - 381416, <Org>
381496 - 381503, <Org>
381572 - 381579, <Org>
381613 - 381619, <Location>
381627 - 381637, <Location>
381666 - 381673, <Org>
381822 - 381829, <Org>
382004 - 382019, <Person>
382447 - 382453, <Location>
382497 - 382504, <Location>
382666 - 382674, <Location>
382877 - 382884, <Org>
383142 - 383149, <Location>
383330 - 383350, <Person>
383470 - 383477, <Location>
383502 - 383511, <Location>
383595 - 383602, <Org>
383595 - 383602, <Org>
383605 - 383613, <Location>
383689 - 383696, <Org>
383779 - 383786, <Org>
383911 - 383917, <Location>
383938 - 383945, <Org>
384329 - 384348, <Person>
384329 - 384348, <Person>
384409 - 384416, <Org>
384535 - 384542, <Org>
384535 - 384542, <Org>
384779 - 384789, <Location>
384847 - 384854, <Location>
384882 - 384890, <Location>
385021 - 385028, <Org>
385345 - 385352, <Org>
385402 - 385408, <Location>
385517 - 385524, <Org>
385517 - 385524, <Org>
385603 - 385626, <Person>
385603 - 385626, <Person>
385705 - 385711, <Location>
385705 - 385711, <Location>
385823 - 385829, <Location>
385903 - 385913, <Location>
386173 - 386180, <Location>
386451 - 386461, <Location>
386509 - 386516, <Location>
386709 - 386716, <Org>
386731 - 386738, <Org>
387247 - 387254, <Org>
387389 - 387396, <Org>
387411 - 387418, <Org>
387503 - 387510, <Org>
388155 - 388159, <Location>
388251 - 388263, <Location>
388341 - 388345, <Location>
388360 - 388367, <Location>
388879 - 388885, <Location>
388995 - 389001, <Location>
390652 - 390658, <Location>
391121 - 391124, <Org>
391121 - 391124, <Org>
391270 - 391273, <Org>
392379 - 392385, <Location>
393599 - 393613, <Person>
393804 - 393810, <Location>
393916 - 393933, <Person>
393916 - 393933, <Person>
393916 - 393933, <Person>
394244 - 394247, <Location>
394249 - 394258, <Org>
394302 - 394308, <Location>
394347 - 394354, <Location>
394364 - 394370, <Location>
394569 - 394571, <Org>
394607 - 394613, <Location>
394707 - 394714, <Location>
394734 - 394753, <Location>
394734 - 394753, <Location>
394811 - 394826, <Person>
394811 - 394826, <Person>
395002 - 395009, <Org>
395113 - 395119, <Location>
395251 - 395258, <Org>
395273 - 395280, <Org>
395360 - 395367, <Org>
395436 - 395443, <Org>
395477 - 395483, <Location>
395491 - 395501, <Location>
395530 - 395537, <Org>
395599 - 395606, <Org>
395701 - 395716, <Person>
395701 - 395716, <Person>
395980 - 395987, <Org>
396054 - 396063, <Location>
396146 - 396153, <Org>
396236 - 396243, <Org>
396368 - 396374, <Location>
396395 - 396402, <Org>
396596 - 396603, <Org>
396644 - 396651, <Org>
396644 - 396651, <Org>
396888 - 396898, <Location>
396967 - 396974, <Org>
397086 - 397093, <Org>
397143 - 397149, <Location>
397258 - 397265, <Org>
397258 - 397265, <Org>
397344 - 397367, <Person>
397344 - 397367, <Person>
397446 - 397452, <Location>
397446 - 397452, <Location>
397514 - 397520, <Location>
397514 - 397520, <Location>
397658 - 397668, <Location>
397716 - 397723, <Location>
397839 - 397846, <Org>
397861 - 397868, <Org>
398234 - 398241, <Org>
398376 - 398383, <Org>
398398 - 398405, <Org>
398490 - 398497, <Org>
398642 - 398648, <Location>
398849 - 398856, <Org>
398849 - 398856, <Org>
399081 - 399095, <Person>
399201 - 399208, <Org>
399262 - 399267, <Location>
399292 - 399298, <Location>
399539 - 399545, <Location>
399716 - 399723, <Org>
399823 - 399829, <Location>
399831 - 399837, <Location>
399853 - 399859, <Location>
399861 - 399868, <Location>
399870 - 399876, <Location>
399935 - 399941, <Location>
400313 - 400320, <Org>
400515 - 400521, <Location>
400600 - 400603, <Location>
400853 - 400856, <Location>
401026 - 401035, <Org>
401083 - 401088, <Location>
401091 - 401102, <Location>
401138 - 401147, <Org>
401160 - 401166, <Location>
401169 - 401174, <Location>
401437 - 401440, <Location>
401609 - 401614, <Person>
402524 - 402530, <Location>
402647 - 402662, <Person>
402647 - 402662, <Person>
402962 - 402977, <Person>
404011 - 404019, <Person>
403991 - 404010, <Person>
403991 - 404010, <Person>
405671 - 405688, <Person>
405861 - 405866, <Person>
406107 - 406124, <Person>
406107 - 406124, <Person>
406458 - 406465, <Person>
407140 - 407157, <Person>
407159 - 407164, <Person>
407369 - 407387, <Person>
407632 - 407638, <Person>
407976 - 407984, <Person>
408772 - 408783, <Person>
408772 - 408783, <Person>
408835 - 408846, <Person>
408835 - 408846, <Person>
408835 - 408846, <Person>
409409 - 409415, <Location>
409525 - 409531, <Location>
411182 - 411188, <Location>
411651 - 411654, <Org>
411651 - 411654, <Org>
411800 - 411803, <Org>
412909 - 412915, <Location>
414129 - 414143, <Person>
414541 - 414561, <Person>
414541 - 414561, <Person>
415170 - 415185, <Person>
415170 - 415185, <Person>
415170 - 415185, <Person>
415816 - 415836, <Person>
415816 - 415836, <Person>
416447 - 416463, <Person>
416447 - 416463, <Person>
416447 - 416463, <Person>
416888 - 416890, <Org>
416908 - 416915, <Location>
416930 - 416937, <Location>
416948 - 416950, <Org>
416993 - 417005, <Person>
417666 - 417672, <Location>
417700 - 417707, <Location>
417734 - 417736, <Org>
417739 - 417742, <Org>
417767 - 417774, <Location>
417819 - 417826, <Location>
417853 - 417862, <Org>
417894 - 417896, <Org>
418091 - 418097, <Location>
418170 - 418176, <Location>
418220 - 418226, <Location>
418351 - 418353, <Org>
418385 - 418388, <Location>
418626 - 418632, <Location>
419005 - 419011, <Location>
419795 - 419801, <Location>
420317 - 420323, <Location>
420526 - 420533, <Location>
420536 - 420547, <Location>
420685 - 420689, <Location>
420692 - 420698, <Location>
420924 - 420930, <Location>
420976 - 420983, <Location>
421092 - 421098, <Location>
421169 - 421175, <Location>
421265 - 421268, <Location>
421314 - 421322, <Location>
421434 - 421440, <Location>
421758 - 421764, <Location>
421766 - 421772, <Location>
421925 - 421931, <Location>
422105 - 422111, <Location>
422192 - 422198, <Location>
422242 - 422249, <Location>
422327 - 422333, <Location>
422795 - 422798, <Location>
422885 - 422891, <Location>
423101 - 423108, <Location>
423538 - 423544, <Location>
423568 - 423575, <Location>
423922 - 423928, <Location>
423996 - 424003, <Location>
424089 - 424096, <Location>
424348 - 424354, <Location>
424471 - 424498, <Person>
424534 - 424540, <Location>
424589 - 424596, <Location>
424877 - 424879, <Org>
424882 - 424885, <Org>
424890 - 424897, <Location>
424899 - 424911, <Person>
425011 - 425017, <Location>
425587 - 425594, <Location>
425920 - 425927, <Location>
426330 - 426337, <Location>
426453 - 426460, <Location>
426630 - 426637, <Location>
427152 - 427159, <Location>
427199 - 427201, <Org>
427237 - 427244, <Location>
427321 - 427328, <Location>
428106 - 428113, <Location>
428816 - 428822, <Location>
428860 - 428867, <Location>
429065 - 429067, <Org>
429131 - 429137, <Location>
429415 - 429421, <Location>
429587 - 429593, <Location>
429661 - 429663, <Org>
430369 - 430376, <Location>
430378 - 430384, <Location>
430516 - 430522, <Location>
430622 - 430627, <Location>
431125 - 431131, <Location>
431205 - 431207, <Org>
431210 - 431213, <Org>
431309 - 431316, <Location>
431331 - 431338, <Location>
431384 - 431390, <Location>
431483 - 431490, <Location>
431891 - 431903, <Person>
431891 - 431903, <Person>
431948 - 431954, <Location>
435471 - 435478, <Location>
441356 - 441359, <Org>
441505 - 441508, <Org>
444033 - 444038, <Person>
444065 - 444092, <Person>
444304 - 444309, <Person>
444323 - 444329, <Location>
444372 - 444378, <Location>
445274 - 445281, <Org>
446697 - 446718, <Person>
451115 - 451118, <Org>
451264 - 451267, <Org>
453769 - 453774, <Person>
453776 - 453782, <Location>
453824 - 453830, <Location>
453941 - 453968, <Person>
454293 - 454306, <Person>
454492 - 454499, <Location>
454519 - 454538, <Location>
454596 - 454611, <Person>
454787 - 454794, <Org>
454898 - 454904, <Location>
455036 - 455043, <Org>
455058 - 455065, <Org>
455145 - 455152, <Org>
455221 - 455228, <Org>
455262 - 455268, <Location>
455276 - 455286, <Location>
455315 - 455322, <Org>
455384 - 455391, <Org>
455486 - 455501, <Person>
455765 - 455772, <Org>
455931 - 455938, <Org>
456021 - 456028, <Org>
456180 - 456187, <Org>
456673 - 456683, <Location>
456871 - 456878, <Org>
457129 - 457152, <Person>
457231 - 457237, <Location>
457299 - 457305, <Location>
457443 - 457453, <Location>
457501 - 457508, <Location>
457624 - 457631, <Org>
457646 - 457653, <Org>
458019 - 458026, <Org>
458161 - 458168, <Org>
458183 - 458190, <Org>
458275 - 458282, <Org>
458427 - 458433, <Location>
458866 - 458880, <Person>
458986 - 458993, <Org>
459077 - 459083, <Location>
459324 - 459330, <Location>
459501 - 459508, <Org>
459608 - 459614, <Location>
459616 - 459622, <Location>
459638 - 459644, <Location>
459646 - 459653, <Location>
459720 - 459726, <Location>
460098 - 460105, <Org>
460523 - 460529, <Location>
462094 - 462103, <Location>
462699 - 462706, <Location>
462884 - 462891, <Location>
463228 - 463234, <Location>
464099 - 464106, <Location>
465392 - 465398, <Location>
467639 - 467646, <Location>
469142 - 469160, <Person>
472678 - 472696, <Person>
472725 - 472740, <Person>
472916 - 472923, <Org>
473027 - 473033, <Location>
473187 - 473194, <Org>
473274 - 473281, <Org>
473350 - 473357, <Org>
473391 - 473397, <Location>
473405 - 473415, <Location>
473444 - 473451, <Org>
473616 - 473636, <Person>
473717 - 473732, <Person>
473817 - 473832, <Location>
474084 - 474091, <Org>
474311 - 474318, <Location>
474588 - 474595, <Org>
474782 - 474789, <Location>
475094 - 475101, <Location>
475218 - 475225, <Org>
475308 - 475315, <Org>
475440 - 475446, <Location>
475467 - 475474, <Org>
475524 - 475544, <Person>
475893 - 475900, <Org>
476185 - 476195, <Location>
476342 - 476349, <Org>
476541 - 476548, <Org>
476799 - 476822, <Person>
476901 - 476907, <Location>
476969 - 476975, <Location>
477049 - 477059, <Location>
477339 - 477349, <Location>
477542 - 477549, <Org>
478070 - 478077, <Org>
478234 - 478241, <Org>
478326 - 478333, <Org>
478839 - 478853, <Person>
478959 - 478966, <Org>
479020 - 479025, <Location>
479050 - 479056, <Location>
479297 - 479303, <Location>
479474 - 479481, <Org>
479581 - 479587, <Location>
479878 - 479892, <Person>
480375 - 480389, <Person>
480613 - 480620, <Person>
483313 - 483316, <Org>
483462 - 483465, <Org>
486372 - 486376, <Location>
489248 - 489254, <Location>
490582 - 490587, <Location>
490640 - 490644, <Location>
491314 - 491321, <Location>
491541 - 491549, <Org>
492994 - 493001, <Location>
493617 - 493622, <Person>
495694 - 495698, <Location>
496710 - 496716, <Location>
496754 - 496759, <Location>
496925 - 496932, <Location>
497322 - 497327, <Location>
498949 - 498954, <Location>
499874 - 499880, <Location>
500920 - 500926, <Location>
502749 - 502771, <Person>
504093 - 504114, <Person>
505149 - 505171, <Person>
505789 - 505796, <Person>
506583 - 506608, <Person>
507468 - 507473, <Location>
507507 - 507511, <Location>
510294 - 510313, <Person>
510656 - 510667, <Person>
511295 - 511302, <Org>
511592 - 511597, <Location>
512562 - 512578, <Person>
513399 - 513411, <Person>
513537 - 513543, <Location>
513546 - 513556, <Location>
515721 - 515736, <Person>
516625 - 516632, <Org>
517239 - 517254, <Person>
517473 - 517488, <Location>
518933 - 518939, <Location>
519286 - 519292, <Location>
519305 - 519315, <Location>
522798 - 522805, <Location>
526018 - 526025, <Org>
527324 - 527337, <Org>
527511 - 527517, <Location>
527678 - 527689, <Person>
527958 - 527966, <Location>
532031 - 532034, <Org>
532180 - 532183, <Org>
534336 - 534353, <Person>
534433 - 534447, <Person>
537098 - 537104, <Location>
539125 - 539143, <Person>
542927 - 542953, <Person>
543545 - 543560, <Person>
543909 - 543923, <Person>
544208 - 544236, <Person>
544375 - 544401, <Person>
544840 - 544849, <Location>
544875 - 544881, <Location>
545247 - 545270, <Person>
545506 - 545514, <Location>
545576 - 545582, <Location>
546625 - 546651, <Person>
548003 - 548023, <Person>
549381 - 549388, <Org>
551222 - 551238, <Person>
551282 - 551298, <Person>
551300 - 551319, <Person>
552196 - 552212, <Person>
552293 - 552308, <Person>
552310 - 552326, <Person>
552328 - 552344, <Person>
552400 - 552417, <Person>
552744 - 552763, <Person>
552918 - 552933, <Person>
553325 - 553340, <Person>
553613 - 553629, <Person>
553914 - 553927, <Location>
554383 - 554390, <Location>
554884 - 554891, <Location>
554894 - 554903, <Location>
554963 - 554970, <Location>
556150 - 556179, <Person>
556312 - 556329, <Person>
556331 - 556351, <Person>
557047 - 557063, <Person>
557100 - 557118, <Person>
557127 - 557132, <Location>
557366 - 557373, <Org>
560090 - 560102, <Org>
560727 - 560738, <Person>
560993 - 561005, <Org>
561394 - 561401, <Org>
564389 - 564397, <Org>
564389 - 564397, <Org>
564463 - 564471, <Org>
564463 - 564471, <Org>
564581 - 564599, <Person>
564682 - 564690, <Org>
564682 - 564690, <Org>
566166 - 566174, <Org>
566197 - 566215, <Person>
566289 - 566306, <Person>
566327 - 566335, <Org>
566345 - 566362, <Person>
566437 - 566454, <Person>
566571 - 566596, <Person>
566620 - 566634, <Person>
566767 - 566784, <Person>
566847 - 566856, <Person>
566887 - 566895, <Org>
566911 - 566925, <Person>
567017 - 567021, <Org>
567053 - 567061, <Org>
567072 - 567093, <Person>
567127 - 567131, <Org>
567141 - 567157, <Person>
567174 - 567178, <Org>
567228 - 567236, <Org>
567339 - 567343, <Org>
567407 - 567436, <Person>
567579 - 567593, <Org>
567954 - 567969, <Person>
568310 - 568322, <Location>
568873 - 568876, <Org>
569287 - 569297, <Org>
569287 - 569297, <Org>
569339 - 569348, <Location>
569792 - 569797, <Location>
569884 - 569889, <Location>
570236 - 570251, <Person>
570236 - 570251, <Person>
570423 - 570434, <Person>
570423 - 570434, <Person>
570548 - 570556, <Location>
570663 - 570671, <Location>
570776 - 570779, <Org>
570805 - 570819, <Person>
571028 - 571031, <Org>
571121 - 571130, <Location>
571268 - 571277, <Location>
571302 - 571320, <Person>
571386 - 571395, <Location>
571597 - 571604, <Org>
571709 - 571716, <Org>
572263 - 572267, <Org>
572318 - 572330, <Location>
572401 - 572405, <Org>
572509 - 572521, <Location>
573436 - 573448, <Person>
573436 - 573448, <Person>
574012 - 574018, <Location>
574215 - 574234, <Person>
574215 - 574234, <Person>
574596 - 574610, <Person>
574705 - 574722, <Person>
575860 - 575866, <Location>
576343 - 576349, <Person>
576517 - 576523, <Location>
576596 - 576615, <Person>
576681 - 576690, <Location>
576694 - 576700, <Location>
576913 - 576928, <Person>
577237 - 577243, <Person>
577389 - 577403, <Person>
577438 - 577447, <Location>
577556 - 577562, <Person>
577853 - 577863, <Location>
578467 - 578486, <Person>
579185 - 579204, <Person>
579769 - 579782, <Location>
580085 - 580092, <Location>
580195 - 580208, <Person>
580210 - 580217, <Location>
580414 - 580422, <Location>
580573 - 580581, <Location>
580913 - 580923, <Location>
581167 - 581173, <Org>
581167 - 581173, <Org>
581208 - 581217, <Location>
581342 - 581361, <Person>
581620 - 581626, <Location>
581712 - 581721, <Person>
581778 - 581784, <Location>
583034 - 583044, <Location>
583461 - 583476, <Person>
583461 - 583476, <Person>
584186 - 584202, <Person>
584186 - 584202, <Person>
585755 - 585765, <Location>
587020 - 587029, <Location>
587225 - 587233, <Org>
587780 - 587790, <Location>
587950 - 587964, <Person>
587968 - 587974, <Location>
588458 - 588465, <Org>
588466 - 588479, <Person>
588481 - 588494, <Person>
588569 - 588575, <Location>
588735 - 588751, <Person>
588753 - 588769, <Person>
589234 - 589247, <Person>
589331 - 589337, <Location>
589427 - 589443, <Person>
589946 - 589959, <Person>
590301 - 590316, <Person>
590360 - 590369, <Org>
590360 - 590369, <Org>
590593 - 590598, <Location>
590593 - 590598, <Location>
591546 - 591559, <Person>
591859 - 591865, <Location>
592140 - 592149, <Org>
592140 - 592149, <Org>
592443 - 592456, <Person>
592558 - 592572, <Person>
