
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
28 - 77, <Org>
'163705 - 163721, <Location> : Urbana-Champaign' == '163705 - 163721, <Org> : Urbana-Champaign'
'165504 - 165510, <Location> : Kansas' == '165500 - 165510, <Org> : the Kansas'
'166292 - 166306, <Location> : Sojka Pavilion' == '166288 - 166306, <Org> : the Sojka Pavilion'
'169651 - 169654, <Location> : Qld' == '<NULL>'
'171905 - 171908, <Location> : TIM' == '171905 - 171908, <Person> : TIM'
'172859 - 172870, <Location> : Netherlands' == '172855 - 172870, <Org> : the Netherlands'
'173858 - 173869, <Location> : Philippines' == '<NULL>'
'174123 - 174136, <Location> : Ilocos Region' == '174119 - 174136, <Org> : the Ilocos Region'
'174174 - 174184, <Location> : Pangasinan' == '<NULL>'
'174287 - 174291, <Location> : Caba' == '174287 - 174291, <Person> : Caba'
'174295 - 174302, <Location> : Aringay' == '<NULL>'
'174383 - 174393, <Location> : Ilocos Sur' == '174383 - 174393, <Person> : Ilocos Sur'
'174476 - 174482, <Location> : Ilocos' == '<NULL>'
'174663 - 174676, <Location> : Great Britain' == '174663 - 174676, <Org> : Great Britain'
'174852 - 174864, <Location> : Ilocos Norte' == '174852 - 174858, <Person> : Ilocos'
'174991 - 174997, <Location> : Ilocos' == '<NULL>'
'175167 - 175180, <Location> : Nueva Segovia' == '175167 - 175180, <Person> : Nueva Segovia'
'175183 - 175188, <Location> : Vigan' == '<NULL>'
'175795 - 175799, <Location> : Abra' == '175795 - 175799, <Person> : Abra'
'175857 - 175862, <Location> : Vigan' == '<NULL>'
'176151 - 176162, <Location> : Nova Scotia' == '176151 - 176162, <Org> : Nova Scotia'
'176295 - 176306, <Location> : Nova Scotia' == '176243 - 176306, <Person> : Harold " Junior " Theriault of the Liberal Party of Nova Scotia'
'176546 - 176548, <Location> : US' == '<NULL>'
'178378 - 178384, <Location> : Panjim' == '<NULL>'
'178448 - 178455, <Location> : Old Goa' == '<NULL>'
'178519 - 178524, <Location> : Narve' == '<NULL>'
'178584 - 178589, <Location> : Divar' == '<NULL>'
'178670 - 178684, <Location> : Konkan Railway' == '178666 - 178684, <Org> : The Konkan Railway'
'178772 - 178779, <Location> : Karmali' == '178772 - 178779, <Org> : Karmali'
'178961 - 178964, <Location> : Goa' == '<NULL>'
'179033 - 179048, <Location> : Island of Divar' == '179029 - 179048, <Org> : The Island of Divar'
'179316 - 179319, <Location> : Goa' == '179296 - 179319, <Org> : Christianisation of Goa'
'179712 - 179718, <Location> : Deccan' == '179694 - 179718, <Person> : the sultan of the Deccan'
'179812 - 179822, <Location> : Vijaynagar' == '179795 - 179822, <Org> : Madhav Mantri of Vijaynagar'
'179952 - 179957, <Location> : Narve' == '<NULL>'
'180057 - 180065, <Location> : Bicholim' == '180057 - 180065, <Person> : Bicholim'
'180206 - 180211, <Location> : Divar' == '<NULL>'
'180363 - 180368, <Location> : Divar' == '180363 - 180368, <Person> : Divar'
'180918 - 180925, <Location> : Old Goa' == '<NULL>'
'181008 - 181015, <Location> : Old Goa' == '<NULL>'
'181019 - 181026, <Location> : Piedade' == '<NULL>'
'181321 - 181328, <Location> : Old Goa' == '<NULL>'
'182370 - 182377, <Location> : Old Goa' == '<NULL>'
'182624 - 182629, <Location> : Divar' == '<NULL>'
'182700 - 182705, <Location> : Divar' == '182700 - 182705, <Org> : Divar'
'188928 - 188932, <Location> : Cuba' == '188928 - 188935, <Org> : Cuba 's'
'189093 - 189097, <Location> : U.S.' == '189093 - 189105, <Event> : U.S. Olympic'
'192913 - 192930, <Location> : Dutch East Indies' == '192891 - 192930, <Person> : Dutch people from the Dutch East Indies'
'193035 - 193058, <Location> : Netherlands East Indies' == '193031 - 193069, <Org> : The Netherlands East Indies government'
'193157 - 193166, <Location> : Fremantle' == '<NULL>'
'193933 - 193944, <Location> : Netherlands' == '193929 - 193944, <Org> : the Netherlands'
'195352 - 195361, <Location> : WУМrzburg' == '<NULL>'
'195650 - 195659, <Location> : WУМrzburg' == '<NULL>'
'199272 - 199280, <Location> : Budapest' == '199272 - 199280, <Person> : Budapest'
'199743 - 199758, <Location> : Electric Avenue' == '199743 - 199758, <Org> : Electric Avenue'
'200045 - 200052, <Location> : Brixton' == '<NULL>'
'201075 - 201079, <Location> : U.S.' == '201073 - 201087, <Person> : a U.S. Senator'
'201283 - 201299, <Location> : Bakken Formation' == '201283 - 201299, <Person> : Bakken Formation'
'201306 - 201322, <Location> : Elm Coulee Field' == '201306 - 201322, <Org> : Elm Coulee Field'
'201329 - 201335, <Location> : Bakken' == '<NULL>'
'201653 - 201663, <Location> : Elm Coulee' == '201653 - 201663, <Person> : Elm Coulee'
'201874 - 201884, <Location> : Elm Coulee' == '201874 - 201884, <Org> : Elm Coulee'
'202494 - 202501, <Location> : Ervenik' == '<NULL>'
'202523 - 202537, <Location> : абаВаЕаНаИаК' == '<NULL>'
'203872 - 203882, <Location> : Chiang Mai' == '203872 - 203882, <Person> : Chiang Mai'
'203903 - 203913, <Location> : Chiang Mai' == '203903 - 203913, <Person> : Chiang Mai'
'204109 - 204119, <Location> : Chiang Mai' == '204109 - 204119, <Person> : Chiang Mai'
'204170 - 204180, <Location> : Chiang Mai' == '204170 - 204180, <Person> : Chiang Mai'
'208355 - 208383, <Location> : Huntington Metrorail Station' == '208351 - 208383, <Org> : the Huntington Metrorail Station'
'208788 - 208794, <Location> : Reston' == '208788 - 208794, <Person> : Reston'
'208896 - 208911, <Location> : State Route 267' == '208896 - 208907, <Org> : State Route'
'208918 - 208934, <Location> : Dulles Toll Road' == '208914 - 208934, <Org> : the Dulles Toll Road'
'209383 - 209392, <Location> : Metrorail' == '<NULL>'
'209604 - 209613, <Location> : Metrorail' == '<NULL>'
'<NULL>' == '211339 - 211355, <Person> : a Russian singer'

<!-- ++++++++++#RDF Entities Errors#+++++++++++++ -->
